Name,TLB,Size,Alignment,Start Address
Memory_Section_User_TLB_DDR_6_4_28,User_TLB_DDR_6_4,2b6,10,55121cc0
Memory_Section_User_TLB_DDR_6_4_37,User_TLB_DDR_6_4,b2,400,55121c00
Memory_Section_User_TLB_DDR_6_4_12,User_TLB_DDR_6_4,23b,40,55121980
Memory_Section_User_TLB_DDR_6_4_19,User_TLB_DDR_6_4,94e,1000,55121000
Memory_Section_User_TLB_DDR_6_4_7,User_TLB_DDR_6_4,253,40,55120d80
Memory_Section_User_TLB_DDR_6_4_26,User_TLB_DDR_6_4,180,400,55120c00
Memory_Section_User_TLB_DDR_6_4_20,User_TLB_DDR_6_4,1eb,40,55120a00
Memory_Section_User_TLB_DDR_6_4_39,User_TLB_DDR_6_4,a00,1000,55120000
Memory_Section_User_TLB_DDR_6_0_37,User_TLB_DDR_6_0,5de,4,5511fb00
Memory_Section_User_TLB_DDR_6_0_26,User_TLB_DDR_6_0,c75,4,5511ee88
Memory_Section_User_TLB_DDR_6_0_18,User_TLB_DDR_6_0,268,10,5511ec20
Memory_Section_User_TLB_DDR_6_0_38,User_TLB_DDR_6_0,3a4,10,5511e870
Memory_Section_User_TLB_DDR_6_0_9,User_TLB_DDR_6_0,708,10,5511e160
Memory_Section_User_TLB_DDR_6_0_33,User_TLB_DDR_6_0,779,10,5511d9e0
Memory_Section_User_TLB_DDR_6_0_35,User_TLB_DDR_6_0,83c,10,5511d1a0
Memory_Section_User_TLB_DDR_6_0_4,User_TLB_DDR_6_0,989,10,5511c810
Memory_Section_User_TLB_DDR_6_0_19,User_TLB_DDR_6_0,b37,10,5511bcd0
Memory_Section_User_TLB_DDR_6_0_6,User_TLB_DDR_6_0,304,40,5511b9c0
Memory_Section_User_TLB_DDR_6_0_7,User_TLB_DDR_6_0,3ed,40,5511b5c0
Memory_Section_User_TLB_DDR_6_0_39,User_TLB_DDR_6_0,470,40,5511b140
Memory_Section_User_TLB_DDR_6_0_12,User_TLB_DDR_6_0,9e1,40,5511a740
Memory_Section_User_TLB_DDR_6_0_3,User_TLB_DDR_6_0,a28,40,55119d00
Memory_Section_User_TLB_DDR_6_0_30,User_TLB_DDR_6_0,ba7,40,55119140
Memory_Section_User_TLB_DDR_6_0_34,User_TLB_DDR_6_0,509,100,55118c00
Memory_Section_User_TLB_DDR_6_0_24,User_TLB_DDR_6_0,792,100,55118400
Memory_Section_User_TLB_DDR_6_0_5,User_TLB_DDR_6_0,7f8,100,55117c00
Memory_Section_User_TLB_DDR_6_0_32,User_TLB_DDR_6_0,86b,100,55117300
Memory_Section_User_TLB_DDR_6_0_36,User_TLB_DDR_6_0,908,100,55116900
Memory_Section_User_TLB_DDR_6_0_14,User_TLB_DDR_6_0,9a2,100,55115f00
Memory_Section_User_TLB_DDR_6_0_16,User_TLB_DDR_6_0,a05,400,55115400
Memory_Section_User_TLB_DDR_6_0_23,User_TLB_DDR_6_0,1f4,1000,55115000
Memory_Section_User_TLB_DDR_6_0_11,User_TLB_DDR_6_0,a2b,400,55114400
Memory_Section_User_TLB_DDR_6_0_17,User_TLB_DDR_6_0,1f7,1000,55114000
Memory_Section_User_TLB_DDR_6_0_20,User_TLB_DDR_6_0,53a,100,55113900
Memory_Section_User_TLB_DDR_6_0_0,User_TLB_DDR_6_0,8f,400,55113800
Memory_Section_User_TLB_DDR_6_0_25,User_TLB_DDR_6_0,5e0,1000,55113000
Memory_Section_User_TLB_DDR_6_0_1,User_TLB_DDR_6_0,1aa,40,55112d80
Memory_Section_User_TLB_DDR_6_0_10,User_TLB_DDR_6_0,55d,400,55112800
Memory_Section_User_TLB_DDR_6_0_29,User_TLB_DDR_6_0,cd,40,55112700
Memory_Section_User_TLB_DDR_6_0_27,User_TLB_DDR_6_0,6c2,1000,55112000
Memory_Section_User_TLB_DDR_6_0_31,User_TLB_DDR_6_0,1e0,40,55111d40
Memory_Section_User_TLB_DDR_6_0_21,User_TLB_DDR_6_0,135,400,55111c00
Memory_Section_User_TLB_DDR_6_0_28,User_TLB_DDR_6_0,b1a,1000,55111000
Memory_Section_User_TLB_DDR_6_0_2,User_TLB_DDR_6_0,3e1,400,55110c00
Memory_Section_User_TLB_DDR_6_0_8,User_TLB_DDR_6_0,b29,1000,55110000
Memory_Section_User_TLB_DDR_6_1_11,User_TLB_DDR_6_1,b7c,4,5510f910
Memory_Section_User_TLB_DDR_6_1_15,User_TLB_DDR_6_1,3ef,10,5510f520
Memory_Section_User_TLB_DDR_6_1_0,User_TLB_DDR_6_1,3fe,10,5510f120
Memory_Section_User_TLB_DDR_6_1_20,User_TLB_DDR_6_1,52e,10,5510ebf0
Memory_Section_User_TLB_DDR_6_1_21,User_TLB_DDR_6_1,81a,10,5510e3d0
Memory_Section_User_TLB_DDR_6_1_16,User_TLB_DDR_6_1,9e9,10,5510d9e0
Memory_Section_User_TLB_DDR_6_1_23,User_TLB_DDR_6_1,afb,10,5510cee0
Memory_Section_User_TLB_DDR_6_1_1,User_TLB_DDR_6_1,c53,10,5510c280
Memory_Section_User_TLB_DDR_6_1_22,User_TLB_DDR_6_1,4b9,40,5510bdc0
Memory_Section_User_TLB_DDR_6_1_26,User_TLB_DDR_6_1,5e9,40,5510b7c0
Memory_Section_User_TLB_DDR_6_1_33,User_TLB_DDR_6_1,68a,40,5510b100
Memory_Section_User_TLB_DDR_6_1_9,User_TLB_DDR_6_1,6c7,40,5510aa00
Memory_Section_User_TLB_DDR_6_1_32,User_TLB_DDR_6_1,80a,40,5510a1c0
Memory_Section_User_TLB_DDR_6_1_7,User_TLB_DDR_6_1,988,40,55109800
Memory_Section_User_TLB_DDR_6_1_34,User_TLB_DDR_6_1,bf1,40,55108c00
Memory_Section_User_TLB_DDR_6_1_31,User_TLB_DDR_6_1,3cf,100,55108800
Memory_Section_User_TLB_DDR_6_1_19,User_TLB_DDR_6_1,52c,100,55108200
Memory_Section_User_TLB_DDR_6_1_5,User_TLB_DDR_6_1,b45,100,55107600
Memory_Section_User_TLB_DDR_6_1_13,User_TLB_DDR_6_1,b4a,100,55106a00
Memory_Section_User_TLB_DDR_6_1_30,User_TLB_DDR_6_1,c2a,100,55105d00
Memory_Section_User_TLB_DDR_6_1_14,User_TLB_DDR_6_1,80f,400,55105400
Memory_Section_User_TLB_DDR_6_1_27,User_TLB_DDR_6_1,c74,400,55104400
Memory_Section_User_TLB_DDR_6_1_12,User_TLB_DDR_6_1,21,1000,55104000
Memory_Section_User_TLB_DDR_6_1_4,User_TLB_DDR_6_1,b1d,400,55103400
Memory_Section_User_TLB_DDR_6_1_8,User_TLB_DDR_6_1,137,1000,55103000
Memory_Section_User_TLB_DDR_6_1_18,User_TLB_DDR_6_1,6ce,400,55102800
Memory_Section_User_TLB_DDR_6_1_6,User_TLB_DDR_6_1,4b9,1000,55102000
Memory_Section_User_TLB_DDR_6_1_29,User_TLB_DDR_6_1,206,400,55101c00
Memory_Section_User_TLB_DDR_6_1_10,User_TLB_DDR_6_1,298,10,55101950
Memory_Section_User_TLB_DDR_6_1_3,User_TLB_DDR_6_1,85,40,551018c0
Memory_Section_User_TLB_DDR_6_1_28,User_TLB_DDR_6_1,8bc,1000,55101000
Memory_Section_User_TLB_DDR_6_1_17,User_TLB_DDR_6_1,35a,400,55100c00
Memory_Section_User_TLB_DDR_6_1_2,User_TLB_DDR_6_1,141,40,55100a80
Memory_Section_User_TLB_DDR_6_1_24,User_TLB_DDR_6_1,a57,1000,55100000
Memory_Section_User_TLB_DDR_5_2_1,User_TLB_DDR_5_2,d1c,4,550ff48c
Memory_Section_User_TLB_DDR_5_2_17,User_TLB_DDR_5_2,1007,4,550fe484
Memory_Section_User_TLB_DDR_5_2_29,User_TLB_DDR_5_2,14c1,4,550fcfc0
Memory_Section_User_TLB_DDR_5_2_38,User_TLB_DDR_5_2,1bb9,4,550fb404
Memory_Section_User_TLB_DDR_5_2_23,User_TLB_DDR_5_2,3144,4,550f82c0
Memory_Section_User_TLB_DDR_5_2_18,User_TLB_DDR_5_2,d5d,10,550f7560
Memory_Section_User_TLB_DDR_5_2_16,User_TLB_DDR_5_2,e88,10,550f66d0
Memory_Section_User_TLB_DDR_5_2_22,User_TLB_DDR_5_2,10a5,10,550f5620
Memory_Section_User_TLB_DDR_5_2_35,User_TLB_DDR_5_2,13d6,10,550f4240
Memory_Section_User_TLB_DDR_5_2_30,User_TLB_DDR_5_2,1fbd,10,550f2280
Memory_Section_User_TLB_DDR_5_2_27,User_TLB_DDR_5_2,2808,10,550efa70
Memory_Section_User_TLB_DDR_5_2_0,User_TLB_DDR_5_2,2888,10,550ed1e0
Memory_Section_User_TLB_DDR_5_2_9,User_TLB_DDR_5_2,2f0d,10,550ea2d0
Memory_Section_User_TLB_DDR_5_2_26,User_TLB_DDR_5_2,3015,10,550e72b0
Memory_Section_User_TLB_DDR_5_2_33,User_TLB_DDR_5_2,310f,10,550e41a0
Memory_Section_User_TLB_DDR_5_2_15,User_TLB_DDR_5_2,fa0,40,550e3200
Memory_Section_User_TLB_DDR_5_2_24,User_TLB_DDR_5_2,14b7,40,550e1d40
Memory_Section_User_TLB_DDR_5_2_32,User_TLB_DDR_5_2,1e11,40,550dff00
Memory_Section_User_TLB_DDR_5_2_20,User_TLB_DDR_5_2,2267,40,550ddc80
Memory_Section_User_TLB_DDR_5_2_25,User_TLB_DDR_5_2,263b,40,550db640
Memory_Section_User_TLB_DDR_5_2_12,User_TLB_DDR_5_2,2a83,40,550d8b80
Memory_Section_User_TLB_DDR_5_2_14,User_TLB_DDR_5_2,1a46,100,550d7100
Memory_Section_User_TLB_DDR_5_2_5,User_TLB_DDR_5_2,1daf,100,550d5300
Memory_Section_User_TLB_DDR_5_2_8,User_TLB_DDR_5_2,2915,100,550d2900
Memory_Section_User_TLB_DDR_5_2_19,User_TLB_DDR_5_2,2cd0,400,550cfc00
Memory_Section_User_TLB_DDR_5_2_36,User_TLB_DDR_5_2,2f1e,400,550ccc00
Memory_Section_User_TLB_DDR_5_2_28,User_TLB_DDR_5_2,30b9,400,550c9800
Memory_Section_User_TLB_DDR_5_2_4,User_TLB_DDR_5_2,3266,400,550c6400
Memory_Section_User_TLB_DDR_5_2_21,User_TLB_DDR_5_2,317,1000,550c6000
Memory_Section_User_TLB_DDR_5_2_34,User_TLB_DDR_5_2,471,10,550c5400
Memory_Section_User_TLB_DDR_5_2_10,User_TLB_DDR_5_2,3f3,1000,550c5000
Memory_Section_User_TLB_DDR_5_2_31,User_TLB_DDR_5_2,3aa,400,550c4800
Memory_Section_User_TLB_DDR_5_2_37,User_TLB_DDR_5_2,3cd,400,550c4400
Memory_Section_User_TLB_DDR_5_2_7,User_TLB_DDR_5_2,120b,1000,550c3000
Memory_Section_User_TLB_DDR_5_2_13,User_TLB_DDR_5_2,317,40,550c2c80
Memory_Section_User_TLB_DDR_5_2_11,User_TLB_DDR_5_2,2c62,1000,550c0000
Memory_Section_User_TLB_DDR_5_0_3,User_TLB_DDR_5_0,dbe,4,550bfa2c
Memory_Section_User_TLB_DDR_5_0_20,User_TLB_DDR_5_0,f81,4,550beaa8
Memory_Section_User_TLB_DDR_5_0_23,User_TLB_DDR_5_0,2585,4,550bc520
Memory_Section_User_TLB_DDR_5_0_9,User_TLB_DDR_5_0,ed0,10,550bb650
Memory_Section_User_TLB_DDR_5_0_32,User_TLB_DDR_5_0,182c,10,550b9e20
Memory_Section_User_TLB_DDR_5_0_16,User_TLB_DDR_5_0,1bc0,10,550b8260
Memory_Section_User_TLB_DDR_5_0_25,User_TLB_DDR_5_0,2251,10,550b6000
Memory_Section_User_TLB_DDR_5_0_22,User_TLB_DDR_5_0,2414,10,550b3be0
Memory_Section_User_TLB_DDR_5_0_26,User_TLB_DDR_5_0,2571,10,550b1660
Memory_Section_User_TLB_DDR_5_0_5,User_TLB_DDR_5_0,265d,10,550af000
Memory_Section_User_TLB_DDR_5_0_29,User_TLB_DDR_5_0,2941,10,550ac6b0
Memory_Section_User_TLB_DDR_5_0_34,User_TLB_DDR_5_0,2de8,10,550a98c0
Memory_Section_User_TLB_DDR_5_0_35,User_TLB_DDR_5_0,2e87,10,550a6a30
Memory_Section_User_TLB_DDR_5_0_33,User_TLB_DDR_5_0,14e1,40,550a5540
Memory_Section_User_TLB_DDR_5_0_7,User_TLB_DDR_5_0,18ab,40,550a3c80
Memory_Section_User_TLB_DDR_5_0_14,User_TLB_DDR_5_0,1d10,40,550a1f40
Memory_Section_User_TLB_DDR_5_0_38,User_TLB_DDR_5_0,1fce,40,5509ff40
Memory_Section_User_TLB_DDR_5_0_39,User_TLB_DDR_5_0,22c1,40,5509dc40
Memory_Section_User_TLB_DDR_5_0_17,User_TLB_DDR_5_0,2224,100,5509ba00
Memory_Section_User_TLB_DDR_5_0_4,User_TLB_DDR_5_0,23bb,100,55099600
Memory_Section_User_TLB_DDR_5_0_1,User_TLB_DDR_5_0,2795,100,55096e00
Memory_Section_User_TLB_DDR_5_0_40,User_TLB_DDR_5_0,301d,100,55093d00
Memory_Section_User_TLB_DDR_5_0_37,User_TLB_DDR_5_0,10d2,400,55092c00
Memory_Section_User_TLB_DDR_5_0_15,User_TLB_DDR_5_0,15d9,400,55091400
Memory_Section_User_TLB_DDR_5_0_0,User_TLB_DDR_5_0,16a5,400,5508fc00
Memory_Section_User_TLB_DDR_5_0_11,User_TLB_DDR_5_0,183d,400,5508e000
Memory_Section_User_TLB_DDR_5_0_8,User_TLB_DDR_5_0,2298,400,5508bc00
Memory_Section_User_TLB_DDR_5_0_31,User_TLB_DDR_5_0,25bf,400,55089400
Memory_Section_User_TLB_DDR_5_0_27,User_TLB_DDR_5_0,1e7,1000,55089000
Memory_Section_User_TLB_DDR_5_0_28,User_TLB_DDR_5_0,7f6,10,550883e0
Memory_Section_User_TLB_DDR_5_0_6,User_TLB_DDR_5_0,3d8,1000,55088000
Memory_Section_User_TLB_DDR_5_0_18,User_TLB_DDR_5_0,676,100,55087500
Memory_Section_User_TLB_DDR_5_0_13,User_TLB_DDR_5_0,4b9,1000,55087000
Memory_Section_User_TLB_DDR_5_0_24,User_TLB_DDR_5_0,1fb,400,55086800
Memory_Section_User_TLB_DDR_5_0_30,User_TLB_DDR_5_0,5a4,1000,55086000
Memory_Section_User_TLB_DDR_5_0_36,User_TLB_DDR_5_0,21a,400,55085c00
Memory_Section_User_TLB_DDR_5_0_12,User_TLB_DDR_5_0,259,400,55085800
Memory_Section_User_TLB_DDR_5_0_21,User_TLB_DDR_5_0,257f,1000,55083000
Memory_Section_User_TLB_DDR_5_0_10,User_TLB_DDR_5_0,6cc,400,55082800
Memory_Section_User_TLB_DDR_5_0_19,User_TLB_DDR_5_0,259e,1000,55080000
Memory_Section_User_TLB_DDR_5_1_39,User_TLB_DDR_5_1,2eef,4,5507d18c
Memory_Section_User_TLB_DDR_5_1_32,User_TLB_DDR_5_1,2fc3,4,5507a1c8
Memory_Section_User_TLB_DDR_5_1_12,User_TLB_DDR_5_1,8e7,10,550798e0
Memory_Section_User_TLB_DDR_5_1_22,User_TLB_DDR_5_1,c5e,10,55078c80
Memory_Section_User_TLB_DDR_5_1_5,User_TLB_DDR_5_1,c88,10,55077ff0
Memory_Section_User_TLB_DDR_5_1_13,User_TLB_DDR_5_1,1f6b,10,55076080
Memory_Section_User_TLB_DDR_5_1_28,User_TLB_DDR_5_1,1f9a,10,550740e0
Memory_Section_User_TLB_DDR_5_1_41,User_TLB_DDR_5_1,202b,10,550720b0
Memory_Section_User_TLB_DDR_5_1_19,User_TLB_DDR_5_1,28c6,10,5506f7e0
Memory_Section_User_TLB_DDR_5_1_27,User_TLB_DDR_5_1,2c4a,10,5506cb90
Memory_Section_User_TLB_DDR_5_1_25,User_TLB_DDR_5_1,701,40,5506c480
Memory_Section_User_TLB_DDR_5_1_10,User_TLB_DDR_5_1,91a,40,5506bb40
Memory_Section_User_TLB_DDR_5_1_3,User_TLB_DDR_5_1,997,40,5506b180
Memory_Section_User_TLB_DDR_5_1_14,User_TLB_DDR_5_1,eb2,40,5506a2c0
Memory_Section_User_TLB_DDR_5_1_0,User_TLB_DDR_5_1,13b2,40,55068f00
Memory_Section_User_TLB_DDR_5_1_4,User_TLB_DDR_5_1,14dd,40,55067a00
Memory_Section_User_TLB_DDR_5_1_6,User_TLB_DDR_5_1,1b43,40,55065e80
Memory_Section_User_TLB_DDR_5_1_37,User_TLB_DDR_5_1,2269,40,55063c00
Memory_Section_User_TLB_DDR_5_1_7,User_TLB_DDR_5_1,2417,40,550617c0
Memory_Section_User_TLB_DDR_5_1_30,User_TLB_DDR_5_1,27a7,40,5505f000
Memory_Section_User_TLB_DDR_5_1_29,User_TLB_DDR_5_1,9c5,100,5505e600
Memory_Section_User_TLB_DDR_5_1_33,User_TLB_DDR_5_1,113e,100,5505d400
Memory_Section_User_TLB_DDR_5_1_34,User_TLB_DDR_5_1,14ad,100,5505bf00
Memory_Section_User_TLB_DDR_5_1_15,User_TLB_DDR_5_1,1d76,100,5505a100
Memory_Section_User_TLB_DDR_5_1_8,User_TLB_DDR_5_1,26ab,100,55057a00
Memory_Section_User_TLB_DDR_5_1_11,User_TLB_DDR_5_1,2a90,100,55054f00
Memory_Section_User_TLB_DDR_5_1_38,User_TLB_DDR_5_1,2b97,100,55052300
Memory_Section_User_TLB_DDR_5_1_17,User_TLB_DDR_5_1,2bf2,100,5504f700
Memory_Section_User_TLB_DDR_5_1_9,User_TLB_DDR_5_1,3300,100,5504c400
Memory_Section_User_TLB_DDR_5_1_20,User_TLB_DDR_5_1,b42,400,5504b800
Memory_Section_User_TLB_DDR_5_1_21,User_TLB_DDR_5_1,188a,400,55049c00
Memory_Section_User_TLB_DDR_5_1_26,User_TLB_DDR_5_1,29a3,400,55047000
Memory_Section_User_TLB_DDR_5_1_36,User_TLB_DDR_5_1,2bef,400,55044400
Memory_Section_User_TLB_DDR_5_1_31,User_TLB_DDR_5_1,10f,1000,55044000
Memory_Section_User_TLB_DDR_5_1_35,User_TLB_DDR_5_1,40a,100,55043900
Memory_Section_User_TLB_DDR_5_1_2,User_TLB_DDR_5_1,839,1000,55043000
Memory_Section_User_TLB_DDR_5_1_18,User_TLB_DDR_5_1,ba4,1000,55042000
Memory_Section_User_TLB_DDR_5_1_24,User_TLB_DDR_5_1,14c,100,55041d00
Memory_Section_User_TLB_DDR_5_1_23,User_TLB_DDR_5_1,498,400,55041800
Memory_Section_User_TLB_DDR_5_1_40,User_TLB_DDR_5_1,1677,1000,55040000
Memory_Section_User_TLB_DDR_5_4_33,User_TLB_DDR_5_4,1035,4,5503f26c
Memory_Section_User_TLB_DDR_5_4_9,User_TLB_DDR_5_4,1396,4,5503ded4
Memory_Section_User_TLB_DDR_5_4_3,User_TLB_DDR_5_4,1627,4,5503c8ac
Memory_Section_User_TLB_DDR_5_4_14,User_TLB_DDR_5_4,23f3,4,5503a4b8
Memory_Section_User_TLB_DDR_5_4_35,User_TLB_DDR_5_4,252b,4,55037f8c
Memory_Section_User_TLB_DDR_5_4_12,User_TLB_DDR_5_4,26ad,4,550358dc
Memory_Section_User_TLB_DDR_5_4_23,User_TLB_DDR_5_4,207b,10,55033860
Memory_Section_User_TLB_DDR_5_4_1,User_TLB_DDR_5_4,24e5,10,55031370
Memory_Section_User_TLB_DDR_5_4_19,User_TLB_DDR_5_4,269c,10,5502ecd0
Memory_Section_User_TLB_DDR_5_4_17,User_TLB_DDR_5_4,2c6c,10,5502c060
Memory_Section_User_TLB_DDR_5_4_2,User_TLB_DDR_5_4,8a0,40,5502b7c0
Memory_Section_User_TLB_DDR_5_4_6,User_TLB_DDR_5_4,d38,40,5502aa80
Memory_Section_User_TLB_DDR_5_4_13,User_TLB_DDR_5_4,10ad,40,550299c0
Memory_Section_User_TLB_DDR_5_4_18,User_TLB_DDR_5_4,181e,40,55028180
Memory_Section_User_TLB_DDR_5_4_21,User_TLB_DDR_5_4,19d6,40,55026780
Memory_Section_User_TLB_DDR_5_4_36,User_TLB_DDR_5_4,24c3,40,55024280
Memory_Section_User_TLB_DDR_5_4_25,User_TLB_DDR_5_4,256c,40,55021d00
Memory_Section_User_TLB_DDR_5_4_30,User_TLB_DDR_5_4,29b7,40,5501f340
Memory_Section_User_TLB_DDR_5_4_0,User_TLB_DDR_5_4,c40,100,5501e700
Memory_Section_User_TLB_DDR_5_4_32,User_TLB_DDR_5_4,256b,100,5501c100
Memory_Section_User_TLB_DDR_5_4_20,User_TLB_DDR_5_4,c26,400,5501b400
Memory_Section_User_TLB_DDR_5_4_27,User_TLB_DDR_5_4,22f4,400,55019000
Memory_Section_User_TLB_DDR_5_4_26,User_TLB_DDR_5_4,2c14,400,55016000
Memory_Section_User_TLB_DDR_5_4_37,User_TLB_DDR_5_4,3112,400,55012c00
Memory_Section_User_TLB_DDR_5_4_31,User_TLB_DDR_5_4,9fe,1000,55012000
Memory_Section_User_TLB_DDR_5_4_5,User_TLB_DDR_5_4,1910,1000,55010000
Memory_Section_User_TLB_DDR_5_4_39,User_TLB_DDR_5_4,1f83,1000,5500e000
Memory_Section_User_TLB_DDR_5_4_28,User_TLB_DDR_5_4,dc9,100,5500d200
